,week,release_id,release_date,zero_release,non_zero_release,operator_kept,stanford_kept,strict_qc_kept,pass_all_qc,fail_all_qc,release_rate_kgh,operator_quantification,operator_lower,operator_upper,operator_detected,qc_summary,windspeed_20m_avg,windspeed_20m_std,winddir_20m_avg,winddir_20m_std,winddir_20m_cv,operator_windspeed,true_positive,false_positive,true_negative,false_negative,qc_flag
60,4,61,2024-09-19,False,True,True,True,True,True,True,28.71,33.857,26.061,41.653,True,pass_all,1.4450205479452056,0.3092405484671268,149.33722602739726,13.905593170901106,0.0386266476969475,,True,False,False,False,
61,4,62,2024-09-19,False,True,True,True,True,True,True,1.63,5.848,2.034,9.662,True,pass_all,0.9163025210084031,0.3026376855621325,89.50651260504203,41.01296203839816,0.1139248945511059,,True,False,False,False,
62,4,63,2024-09-19,False,True,True,True,True,True,True,2.01,6.784,4.322,9.246,True,pass_all,0.8826290322580645,0.3197836277565968,126.5522741935484,44.47816383218296,0.1235504550893971,,True,False,False,False,Quantification data not confident due to line of sight not allowing for full visualization of the leak 
63,4,64,2024-09-19,False,True,True,True,True,True,True,4.14,5.922,2.57,9.274,True,pass_all,1.1596412213740457,0.3552620932538569,168.58430534351146,43.92744309767036,0.1220206752713065,,True,False,False,False,
64,4,65,2024-09-19,False,True,True,True,True,True,True,49.01,47.285,29.079,65.491,True,pass_all,1.3393750000000002,0.5703813920592146,211.8064705882353,68.10542787699967,0.1891817441027768,,True,False,False,False,
65,4,66,2024-09-19,False,True,True,True,True,True,True,1.14,5.653,2.541,8.765,True,pass_all,2.163289655172413,0.8268095887644246,70.91353793103448,33.52748635611609,0.0931319065447669,,True,False,False,False,
66,4,67,2024-09-19,False,True,True,True,True,True,True,80.1,59.677,34.602,84.752,True,pass_all,2.2737318840579714,1.006166763179122,81.85926811594203,39.109606269160736,0.1086377951921131,,True,False,False,False,
67,4,68,2024-09-19,False,True,True,True,True,True,True,8.25,18.43,14.351,22.509,True,pass_all,2.6779745222929936,1.0502491764719737,79.85402547770703,31.77165371783168,0.0882545936606435,,True,False,False,False,
68,4,69,2024-09-19,False,True,True,True,True,True,True,26.4,42.507,25.436,59.578,True,pass_all,3.358815476190476,0.898703961301192,72.92569642857143,23.178181180979752,0.0643838366138326,,True,False,False,False,
69,4,70,2024-09-20,False,True,True,True,True,True,True,3.3,6.826,4.021,9.631,True,pass_all,1.8567972027972024,0.4305100898433267,201.956013986014,79.3697336026257,0.2204714822295158,,True,False,False,False,
70,4,71,2024-09-20,False,True,True,True,True,True,True,38.47,39.874,17.036,62.712,True,pass_all,1.5825675675675677,0.3573075841474417,133.40137162162162,23.76194023343344,0.0660053895373151,,True,False,False,False,
71,4,72,2024-09-20,False,True,True,True,True,True,True,34.4,34.416,14.214,54.618,True,pass_all,0.7748660714285716,0.3175259795155511,160.08963392857143,62.42158100897147,0.1733932805804763,,True,False,False,False,
72,4,73,2024-09-20,False,True,True,True,True,True,True,1.0,6.884,3.845,9.923,True,pass_all,0.8403693693693695,0.4050361583842726,228.2283153153153,45.846027843751855,0.1273500773437551,,True,False,False,False,
73,4,74,2024-09-20,False,True,False,False,False,False,False,17.93,,,,False,not_measured,1.0224954128440369,0.5072618876516827,239.2252110091743,62.1032361151302,0.172508989208695,,False,False,False,False,
74,4,75,2024-09-20,True,False,False,False,False,False,False,0.0,,,,False,not_measured,2.539092105263158,0.5110156469263037,303.87642105263166,9.354395087933414,0.025984430799815,,False,False,False,False,
75,4,76,2024-09-20,False,True,False,False,False,False,False,54.0,,,,False,not_measured,2.164644736842105,0.6565971002869745,257.9035263157895,38.3912689900418,0.1066424138612272,,False,False,False,False,
76,4,77,2024-09-20,False,True,False,False,False,False,False,250.8,,,,False,not_measured,1.527341463414634,0.6111813139465699,118.35172195121947,42.086161920712456,0.1169060053353123,,False,False,False,False,
